"E","l_3_1","l_3_2","l_6_1","l_6_2"
988.992016599514,23.7190759788966,6.08360112772789,0.104161554761231,0.104161554761231
987.567016575485,0.100868582469411,0.129594389069825,15.2307265065378,15.2307265065378
957.634209166281,26.2417318935972,0.101322286226787,21.6147134727333,21.6147134727333
966.605178033933,9.87762172650546,0.10274915015325,3.05954859452322,3.05954859452322
945.570326200686,0.100251795421354,19.301242620917,4.11255446386058,4.11255446386058
830.04557415843,18.6281044272706,26.4582873034291,0.101434319838882,0.101434319838882
948.064872785471,26.1208905237494,16.0426796921063,0.10526601835154,0.10526601835154
846.829063724726,2.126079164166,5.55790253703017,0.111572536779568,0.111572536779568
908.59475331381,0.133755679288879,16.7742993546883,0.105102921137586,0.105102921137586
910.404955013655,22.3409507044824,15.7979342640843,0.101972544821911,0.101972544821911
922.736503998749,21.3931489637354,0.123634170275182,0.116233129473403,0.116233129473403
999.334982107393,10.1358428146923,0.142981900996529,21.716090400028,21.716090400028
942.813573777676,0.113207978289574,18.1988383034943,0.11802709440235,0.11802709440235
903.212851472199,6.84610829635058,0.101921160984784,0.123765195230953,0.123765195230953
988.778946106322,0.124703004211187,11.2095497150673,11.8186873381026,11.8186873381026
977.537273149937,0.143418792402372,0.112930229888298,23.7604530835059,23.7604530835059
917.512930650264,25.2307199298404,0.101063369051553,0.356969734071754,0.356969734071754
962.783323135227,13.0327934064204,0.144499224424362,0.100785474455915,0.100785474455915
878.269626316614,0.105536554497667,1.66754192882217,0.122662673937157,0.122662673937157
979.058808810078,0.121797934290953,5.01728628764395,21.6275739887962,21.6275739887962
928.270419826731,0.102644885727204,28.6664186854847,0.138954810239375,0.138954810239375
964.385718177073,0.10670239883475,0.140342981391586,26.0503901657648,26.0503901657648
915.229691215791,0.106465076655149,2.20438497832511,0.113339170324616,0.113339170324616
976.914471550845,4.45625143384095,7.51785031992476,0.1093280286761,0.1093280286761
832.51574721653,17.9275803609984,0.110581380780786,15.1528590248432,15.1528590248432
867.271778732538,0.118466777424328,17.2811273652129,0.104634952987544,0.104634952987544
889.19663738925,14.9692794796545,1.84239140115678,0.103645405126736,0.103645405126736
983.988048904575,0.106683003716171,4.6499252819689,0.12099662211258,0.12099662211258
843.427723250352,1.36603462563362,0.106879495899193,8.36620928477496,8.36620928477496
831.987012992613,0.102155406121165,0.114452510001138,0.809329436183907,0.809329436183907
969.515657704324,4.78229210008867,4.87615395497996,0.131325476500206,0.131325476500206
915.838453965262,18.4790804394521,6.76513352312613,0.112276079738513,0.112276079738513
890.125898132101,5.78017469635233,0.137736454280093,0.835441552149132,0.835441552149132
948.942126962356,4.69639473995194,5.51991371647455,0.108544545248151,0.108544545248151
940.312384115532,2.90832601755392,0.114942734502256,10.6986459797947,10.6986459797947
930.068204156123,11.3747532904148,0.127848584740423,5.53079697468784,5.53079697468784
947.918940498494,16.7886096593458,0.115837729419582,2.6512995531084,2.6512995531084
906.099237361923,26.8399120125687,0.100487377191894,0.116681716428138,0.116681716428138
974.05003409367,0.146283568372019,22.9887923100032,11.6331880103331,11.6331880103331
990.618364606053,0.136329681635834,0.105478926072828,10.6353566099424,10.6353566099424
950.754646467976,24.9970448470442,0.1171832814347,0.109818176599219,0.109818176599219
911.522489436902,0.10098567022942,0.103954989090562,0.504322588071227,0.504322588071227
978.305152710527,24.5831227612915,0.114518645545468,0.113100852631032,0.113100852631032
990.79274632968,11.0982500404352,0.12877835999243,0.126413937704638,0.126413937704638
998.669299739413,3.87992512325291,0.168215319234878,0.126222743326798,0.126222743326798
993.082084646448,0.106410984741524,26.3628681096248,21.5675428526709,21.5675428526709
854.631353262812,0.112789904186502,6.07091784796212,4.88350003366359,4.88350003366359
638.657972309738,20.3607872140594,0.147281003766693,0.109261266584508,0.109261266584508
919.364980468526,0.144384879549034,0.106066996371374,1.81499716760591,1.81499716760591
955.732649960555,25.873154404643,0.152365775918588,0.292666624672711,0.292666624672711
922.586393542588,25.5188230967149,0.121167516359128,16.7606457133312,16.7606457133312
